fold,method,readable,signature,n conditions,time only,train support,valid coverage,train effect,valid effect,valid effect CI low,valid effect CI high,enough coverage,same direction,CI excludes 0,validated,time window coverage,formulation effect in window,formulation CI low,formulation CI high,formulation part holds,raw rule,phase,evidence,evidence reason,folds replicated
1,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not clearly High AND Formulation Method = W/O/W > 0.5 AND Drug Loading Capacity is not clearly Low,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug Loading Capacity is Low', 'low'), ('Formulation Method = W/O/W', 'high'))",3,False,0.07129963898916968,0.0538,0.32509128582956603,0.05709447765687975,-0.12738267784550372,0.18476466606972203,True,True,False,False,1.0,0.05709447765687975,-0.12629809807233863,0.17712739885806122,False,Drug Encapsulation Efficiency is High <= 0.65373 and Formulation Method = W/O/W > 0.5 and Drug Loading Capacity is Low <= 0.946292,Early,rejected,failed held-out test: CI excludes 0,0
1,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not clearly High AND Formulation Method = W/O/W > 0.5 AND Drug Loading Capacity is mostly Low,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug Loading Capacity is Low', 'high'), ('Formulation Method = W/O/W', 'high'))",3,False,0.04783393501805054,0.0314,-0.06377729978249383,-0.07632815688039445,,,False,True,False,False,1.0,-0.07632815688039445,-0.1884213817039624,-0.005080085581048625,True,Drug Encapsulation Efficiency is High <= 0.65373 and Formulation Method = W/O/W > 0.5 and Drug Loading Capacity is Low > 0.946292,Early,rejected,"failed held-out test: coverage, CI excludes 0",0
1,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is mostly High AND Solubility Enhancer Concentration is not Medium AND Drug LogP is not clearly Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug LogP is Medium', 'low'), ('Solubility Enhancer Concentration is Medium', 'low'))",3,False,0.18592057761732853,0.2063,-0.17364794155275454,-0.09488839715999063,-0.2278536390462208,0.032960442616264435,True,True,False,False,1.0,-0.09488839715999063,-0.2208055600895925,0.034067688985979956,False,Drug Encapsulation Efficiency is High > 0.65373 and Solubility Enhancer Concentration is Medium <= 0.0172414 and Drug LogP is Medium <= 0.736333,Early,rejected,failed held-out test: CI excludes 0,0
1,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is mostly High AND Solubility Enhancer Concentration is not Medium AND Drug LogP is mostly Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug LogP is Medium', 'high'), ('Solubility Enhancer Concentration is Medium', 'low'))",3,False,0.027978339350180504,0.009,-0.007274984513220895,-0.08907348967613678,,,False,True,False,False,1.0,-0.08907348967613678,-0.1890626572010249,-0.02147273819073509,True,Drug Encapsulation Efficiency is High > 0.65373 and Solubility Enhancer Concentration is Medium <= 0.0172414 and Drug LogP is Medium > 0.736333,Early,rejected,"failed held-out test: coverage, CI excludes 0",0
1,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is mostly High AND Solubility Enhancer Concentration has some Medium AND Solubility Enhancer Concentration is not clearly Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Solubility Enhancer Concentration is Medium', 'high'), ('Solubility Enhancer Concentration is Medium', 'low'))",3,False,0.027978339350180504,0.0,0.04278931738505015,,,,False,False,False,False,,,,,False,Drug Encapsulation Efficiency is High > 0.65373 and Solubility Enhancer Concentration is Medium > 0.0172414 and Solubility Enhancer Concentration is Medium <= 0.603774,Early,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
1,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is mostly High AND Solubility Enhancer Concentration is mostly Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Solubility Enhancer Concentration is Medium', 'high'))",2,False,0.04783393501805054,0.1749,-0.041536641181530415,-0.14018686099460598,-0.20762062527487596,0.01596954783238974,True,True,False,False,1.0,-0.14018686099460598,-0.20953512831884819,0.014370329044652899,False,Drug Encapsulation Efficiency is High > 0.65373 and Solubility Enhancer Concentration is Medium > 0.603774,Early,rejected,failed held-out test: CI excludes 0,0
2,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not High AND Drug MW is not clearly Medium AND Initial Drug-to-Polymer Ratio is not Medium,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug MW is Medium', 'low'), ('Initial Drug-to-Polymer Ratio is Medium', 'low'))",3,False,0.37561942517343905,0.618,0.06660868761573335,0.035649365118342435,-0.08756734312595636,0.10721715271840368,True,True,False,False,1.0,0.035649365118342435,-0.08236867682080946,0.1017023512005722,False,Drug Encapsulation Efficiency is High <= 0.318398 and Drug MW is Medium <= 0.787266 and Initial Drug-to-Polymer Ratio is Medium <= 0.0552501,Early,rejected,failed held-out test: CI excludes 0,0
2,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not High AND Drug MW is not clearly Medium AND Initial Drug-to-Polymer Ratio has some Medium,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug MW is Medium', 'low'), ('Initial Drug-to-Polymer Ratio is Medium', 'high'))",3,False,0.0753221010901883,0.1211,-0.07590775626604475,0.07309287416166965,-0.16305942166001144,0.31899809856425687,True,False,False,False,1.0,0.07309287416166965,-0.1630132184135524,0.3177996502519524,False,Drug Encapsulation Efficiency is High <= 0.318398 and Drug MW is Medium <= 0.787266 and Initial Drug-to-Polymer Ratio is Medium > 0.0552501,Early,rejected,"failed held-out test: direction, CI excludes 0",0
2,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not High AND Drug MW is mostly Medium AND Drug Loading Capacity is not clearly Medium,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug Loading Capacity is Medium', 'low'), ('Drug MW is Medium', 'high'))",3,False,0.14866204162537167,0.0652,0.10699016999218727,-0.07527742977468496,-0.14558834593821252,0.04618417309796329,True,False,False,False,1.0,-0.07527742977468496,-0.1507945093326726,0.04775003565895165,False,Drug Encapsulation Efficiency is High <= 0.318398 and Drug MW is Medium > 0.787266 and Drug Loading Capacity is Medium <= 0.735925,Early,rejected,"failed held-out test: direction, CI excludes 0",0
2,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not High AND Drug MW is mostly Medium AND Drug Loading Capacity is mostly Medium,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug Loading Capacity is Medium', 'high'), ('Drug MW is Medium', 'high'))",3,False,0.02973240832507433,0.0093,0.24970418161747499,-0.1989944696645452,,,False,False,False,False,1.0,-0.1989944696645452,-0.27034718558229964,-0.09032231505876381,True,Drug Encapsulation Efficiency is High <= 0.318398 and Drug MW is Medium > 0.787266 and Drug Loading Capacity is Medium > 0.735925,Early,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
2,Early phase tree (depth 3),IF Drug Encapsulation Efficiency has some High AND Drug TPSA is not clearly Medium AND Solubility Enhancer Concentration is not Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug TPSA is Medium', 'low'), ('Solubility Enhancer Concentration is Medium', 'low'))",3,False,0.267591674925669,0.1863,-0.12315012414118899,-0.06444333467234498,-0.1931497589878078,0.10613338713074694,True,True,False,False,1.0,-0.06444333467234498,-0.19792977537312823,0.10576240327254126,False,Drug Encapsulation Efficiency is High > 0.318398 and Drug TPSA is Medium <= 0.935449 and Solubility Enhancer Concentration is Medium <= 0.177419,Early,rejected,failed held-out test: CI excludes 0,0
2,Early phase tree (depth 3),IF Drug Encapsulation Efficiency has some High AND Drug TPSA is not clearly Medium AND Solubility Enhancer Concentration has some Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug TPSA is Medium', 'low'), ('Solubility Enhancer Concentration is Medium', 'high'))",3,False,0.05054509415262636,0.0,0.03914482130997232,,,,False,False,False,False,,,,,False,Drug Encapsulation Efficiency is High > 0.318398 and Drug TPSA is Medium <= 0.935449 and Solubility Enhancer Concentration is Medium > 0.177419,Early,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
2,Early phase tree (depth 3),IF Drug Encapsulation Efficiency has some High AND Drug TPSA is mostly Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Drug TPSA is Medium', 'high'))",2,False,0.05252725470763132,0.0,-0.17726331783306415,,,,False,False,False,False,,,,,False,Drug Encapsulation Efficiency is High > 0.318398 and Drug TPSA is Medium > 0.935449,Early,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
3,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not clearly High AND Particle Size is not clearly Low AND Drug LogP is not clearly High,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug LogP is High', 'low'), ('Particle Size is Low', 'low'))",3,False,0.42857142857142855,0.3017,0.04482982994758533,0.07840494106444496,-0.06063106728624143,0.16751896685636578,True,True,False,False,1.0,0.07840494106444496,-0.058419923653938326,0.1669228414205728,False,Drug Encapsulation Efficiency is High <= 0.712343 and Particle Size is Low <= 0.908211 and Drug LogP is High <= 0.637228,Early,rejected,failed held-out test: CI excludes 0,0
3,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not clearly High AND Particle Size is not clearly Low AND Drug LogP is mostly High,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug LogP is High', 'high'), ('Particle Size is Low', 'low'))",3,False,0.08098271155595996,0.069,-0.11253781834219369,0.034549210347341125,-0.09154056554778256,0.15808974414613158,True,False,False,False,1.0,0.034549210347341125,-0.08859244221299829,0.15806575219451482,False,Drug Encapsulation Efficiency is High <= 0.712343 and Particle Size is Low <= 0.908211 and Drug LogP is High > 0.637228,Early,rejected,"failed held-out test: direction, CI excludes 0",0
3,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not clearly High AND Particle Size is mostly Low AND Polymer MW is not Medium,"(('Drug Encapsulation Efficiency is High', 'low'), ('Particle Size is Low', 'high'), ('Polymer MW is Medium', 'low'))",3,False,0.1637852593266606,0.1034,0.19290619357620917,0.133847291125431,-0.05635493696491714,0.26919723438390464,True,True,False,False,1.0,0.133847291125431,-0.05479087195015496,0.26987116173549697,False,Drug Encapsulation Efficiency is High <= 0.712343 and Particle Size is Low > 0.908211 and Polymer MW is Medium <= 0.442105,Early,rejected,failed held-out test: CI excludes 0,0
3,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not clearly High AND Particle Size is mostly Low AND Polymer MW has some Medium,"(('Drug Encapsulation Efficiency is High', 'low'), ('Particle Size is Low', 'high'), ('Polymer MW is Medium', 'high'))",3,False,0.059144676979071886,0.0345,-0.03145432736722531,-0.12989089600838113,,,False,True,False,False,1.0,-0.12989089600838113,-0.18162971778685205,-0.07474486995488977,True,Drug Encapsulation Efficiency is High <= 0.712343 and Particle Size is Low > 0.908211 and Polymer MW is Medium > 0.442105,Early,rejected,"failed held-out test: coverage, CI excludes 0",0
3,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is mostly High AND Particle Size is not Medium AND Initial Drug-to-Polymer Ratio is not Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Initial Drug-to-Polymer Ratio is Medium', 'low'), ('Particle Size is Medium', 'low'))",3,False,0.09645131938125569,0.2672,-0.025513506224197097,-0.033397449258404946,-0.13013652275040333,0.10189071577747237,True,True,False,False,1.0,-0.033397449258404946,-0.1372878753516746,0.10050818684219512,False,Drug Encapsulation Efficiency is High > 0.712343 and Particle Size is Medium <= 0.0420212 and Initial Drug-to-Polymer Ratio is Medium <= 0.200697,Early,rejected,failed held-out test: CI excludes 0,0
3,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is mostly High AND Particle Size is not Medium AND Initial Drug-to-Polymer Ratio has some Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Initial Drug-to-Polymer Ratio is Medium', 'high'), ('Particle Size is Medium', 'low'))",3,False,0.03366696997270246,0.0948,-0.16605482802596655,-0.1260732026021459,-0.1931876407298186,-0.06365451869992596,True,True,True,True,1.0,-0.1260732026021459,-0.19636971569122452,-0.06394341892096181,True,Drug Encapsulation Efficiency is High > 0.712343 and Particle Size is Medium <= 0.0420212 and Initial Drug-to-Polymer Ratio is Medium > 0.200697,Early,candidate,passed its own fold but replicated in only 1/3 required folds,1
3,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is mostly High AND Particle Size has some Medium AND Polymer MW is not Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Particle Size is Medium', 'high'), ('Polymer MW is Medium', 'low'))",3,False,0.0818926296633303,0.1293,-0.11739950464202478,-0.08406732394007373,-0.19046244825378014,-0.0025568562187502047,True,True,True,True,1.0,-0.08406732394007373,-0.18986884773423168,-0.010303681131295333,True,Drug Encapsulation Efficiency is High > 0.712343 and Particle Size is Medium > 0.0420212 and Polymer MW is Medium <= 0.486842,Early,candidate,passed its own fold but replicated in only 1/3 required folds,1
3,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is mostly High AND Particle Size has some Medium AND Polymer MW has some Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Particle Size is Medium', 'high'), ('Polymer MW is Medium', 'high'))",3,False,0.055505004549590536,0.0,-0.206404030159524,,,,False,False,False,False,,,,,False,Drug Encapsulation Efficiency is High > 0.712343 and Particle Size is Medium > 0.0420212 and Polymer MW is Medium > 0.486842,Early,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
4,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not High AND Drug TPSA is not Medium AND Formulation Method = W/O/W ≤ 0.5,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug TPSA is Medium', 'low'), ('Formulation Method = W/O/W', 'low'))",3,False,0.43522833178005593,0.6318,0.09484788808562,0.04857506641587203,-0.029872578412601335,0.0941120205607909,True,True,False,False,1.0,0.04857506641587203,-0.02641839119216245,0.09319426115363495,False,Drug Encapsulation Efficiency is High <= 0.484389 and Drug TPSA is Medium <= 0.302799 and Formulation Method = W/O/W <= 0.5,Early,rejected,failed held-out test: CI excludes 0,0
4,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not High AND Drug TPSA is not Medium AND Formulation Method = W/O/W > 0.5,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug TPSA is Medium', 'low'), ('Formulation Method = W/O/W', 'high'))",3,False,0.10065237651444547,0.0891,0.22716942633160156,0.023815802420980164,-0.16752593632122476,0.13034019338403746,True,True,False,False,1.0,0.023815802420980164,-0.16409711025956183,0.13032763769242747,False,Drug Encapsulation Efficiency is High <= 0.484389 and Drug TPSA is Medium <= 0.302799 and Formulation Method = W/O/W > 0.5,Early,rejected,failed held-out test: CI excludes 0,0
4,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not High AND Drug TPSA has some Medium AND Drug MW is not High,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug MW is High', 'low'), ('Drug TPSA is Medium', 'high'))",3,False,0.08667287977632805,0.0465,-0.005855245357050842,-0.0620880916774469,,,False,True,False,False,1.0,-0.0620880916774469,-0.1242750002199478,0.005458080007863946,False,Drug Encapsulation Efficiency is High <= 0.484389 and Drug TPSA is Medium > 0.302799 and Drug MW is High <= 0.0104093,Early,rejected,"failed held-out test: coverage, CI excludes 0",0
4,Early phase tree (depth 3),IF Drug Encapsulation Efficiency is not High AND Drug TPSA has some Medium AND Drug MW has some High,"(('Drug Encapsulation Efficiency is High', 'low'), ('Drug MW is High', 'high'), ('Drug TPSA is Medium', 'high'))",3,False,0.05684995340167754,0.0,-0.16376748540975988,,,,False,False,False,False,,,,,False,Drug Encapsulation Efficiency is High <= 0.484389 and Drug TPSA is Medium > 0.302799 and Drug MW is High > 0.0104093,Early,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
4,Early phase tree (depth 3),IF Drug Encapsulation Efficiency has some High AND Particle Size is not Medium AND Solubility Enhancer Concentration is not Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Particle Size is Medium', 'low'), ('Solubility Enhancer Concentration is Medium', 'low'))",3,False,0.12954333643988816,0.0271,-0.13181779003857122,-0.09048359065923424,,,False,True,False,False,1.0,-0.09048359065923424,-0.16952433669679895,0.0012457723210869513,False,Drug Encapsulation Efficiency is High > 0.484389 and Particle Size is Medium <= 0.00263158 and Solubility Enhancer Concentration is Medium <= 0.0843373,Early,rejected,"failed held-out test: coverage, CI excludes 0",0
4,Early phase tree (depth 3),IF Drug Encapsulation Efficiency has some High AND Particle Size is not Medium AND Solubility Enhancer Concentration has some Medium,"(('Drug Encapsulation Efficiency is High', 'high'), ('Particle Size is Medium', 'low'), ('Solubility Enhancer Concentration is Medium', 'high'))",3,False,0.04380242311276794,0.0465,0.05914789824288755,0.04492650719817237,,,False,True,False,False,1.0,0.04492650719817237,-0.06444416190498109,0.15527159514969996,False,Drug Encapsulation Efficiency is High > 0.484389 and Particle Size is Medium <= 0.00263158 and Solubility Enhancer Concentration is Medium > 0.0843373,Early,rejected,"failed held-out test: coverage, CI excludes 0",0
4,Early phase tree (depth 3),IF Drug Encapsulation Efficiency has some High AND Particle Size has some Medium AND Polymer MW is not Low,"(('Drug Encapsulation Efficiency is High', 'high'), ('Particle Size is Medium', 'high'), ('Polymer MW is Low', 'low'))",3,False,0.08574091332712022,0.0543,-0.2032462605495058,-0.09538238956063556,-0.13980355583375714,0.01694920513274527,True,True,False,False,1.0,-0.09538238956063556,-0.1390191580893048,0.015181322304017641,False,Drug Encapsulation Efficiency is High > 0.484389 and Particle Size is Medium > 0.00263158 and Polymer MW is Low <= 0.0789474,Early,rejected,failed held-out test: CI excludes 0,0
4,Early phase tree (depth 3),IF Drug Encapsulation Efficiency has some High AND Particle Size has some Medium AND Polymer MW has some Low,"(('Drug Encapsulation Efficiency is High', 'high'), ('Particle Size is Medium', 'high'), ('Polymer MW is Low', 'high'))",3,False,0.06150978564771668,0.1047,-0.10938386141759532,-0.055385987914855286,-0.08472103380247331,0.043495194931382625,True,True,False,False,1.0,-0.055385987914855286,-0.0846118422938383,0.045465763730491944,False,Drug Encapsulation Efficiency is High > 0.484389 and Particle Size is Medium > 0.00263158 and Polymer MW is Low > 0.0789474,Early,rejected,failed held-out test: CI excludes 0,0
0,Middle phase tree (depth 3),IF Polymer MW is not clearly Medium AND Drug Encapsulation Efficiency is not Low AND Polymer MW is not clearly High,"(('Drug Encapsulation Efficiency is Low', 'low'), ('Polymer MW is High', 'low'), ('Polymer MW is Medium', 'low'))",3,False,0.28408327736736066,0.3073,0.011221376379717207,-0.1539885057275141,-0.3136891799990735,0.12770191491027502,True,False,False,False,1.0,-0.1539885057275141,-0.3241333842558502,0.12699575246512465,False,Polymer MW is Medium <= 0.977273 and Drug Encapsulation Efficiency is Low <= 0.0205805 and Polymer MW is High <= 0.958333,Middle,rejected,"failed held-out test: direction, CI excludes 0",0
0,Middle phase tree (depth 3),IF Polymer MW is not clearly Medium AND Drug Encapsulation Efficiency is not Low AND Polymer MW is mostly High,"(('Drug Encapsulation Efficiency is Low', 'low'), ('Polymer MW is High', 'high'), ('Polymer MW is Medium', 'low'))",3,False,0.1343183344526528,0.1788,-0.2236223335732428,-0.2817733009508116,-0.6165350210713008,0.24131188228010172,True,True,False,False,1.0,-0.2817733009508116,-0.6169310489580223,0.2489676336125022,False,Polymer MW is Medium <= 0.977273 and Drug Encapsulation Efficiency is Low <= 0.0205805 and Polymer MW is High > 0.958333,Middle,rejected,failed held-out test: CI excludes 0,0
0,Middle phase tree (depth 3),IF Polymer MW is not clearly Medium AND Drug Encapsulation Efficiency has some Low AND Drug MW is not Medium,"(('Drug Encapsulation Efficiency is Low', 'high'), ('Drug MW is Medium', 'low'), ('Polymer MW is Medium', 'low'))",3,False,0.3351242444593687,0.0781,0.2560379065269052,0.019669041200691906,-0.17837144561494161,0.2906589652483807,True,True,False,False,1.0,0.019669041200691906,-0.18560209838055106,0.3009246745911577,False,Polymer MW is Medium <= 0.977273 and Drug Encapsulation Efficiency is Low > 0.0205805 and Drug MW is Medium <= 0.0214936,Middle,rejected,failed held-out test: CI excludes 0,0
0,Middle phase tree (depth 3),IF Polymer MW is not clearly Medium AND Drug Encapsulation Efficiency has some Low AND Drug MW has some Medium,"(('Drug Encapsulation Efficiency is Low', 'high'), ('Drug MW is Medium', 'high'), ('Polymer MW is Medium', 'low'))",3,False,0.14775016789791806,0.4282,-0.007719572436848732,0.28468971270435633,-0.4918928202791717,0.3675875965950833,True,False,False,False,1.0,0.28468971270435633,-0.489541092347823,0.3668003051594156,False,Polymer MW is Medium <= 0.977273 and Drug Encapsulation Efficiency is Low > 0.0205805 and Drug MW is Medium > 0.0214936,Middle,rejected,"failed held-out test: direction, CI excludes 0",0
0,Middle phase tree (depth 3),IF Polymer MW is mostly Medium AND Drug MW is not Medium AND Drug Loading Capacity is not clearly High,"(('Drug Loading Capacity is High', 'low'), ('Drug MW is Medium', 'low'), ('Polymer MW is Medium', 'high'))",3,False,0.036937541974479515,0.0076,-0.3862670917506589,0.4051592523193085,,,False,False,False,False,1.0,0.4051592523193085,0.2705885942430606,0.4366288249042746,True,Polymer MW is Medium > 0.977273 and Drug MW is Medium <= 0.099706 and Drug Loading Capacity is High <= 0.877524,Middle,rejected,"failed held-out test: coverage, direction, CI excludes 0",0
